,ISO_3166-1_alpha-2,ISO_3166-1_alpha-3,_name,_type,administrative,aerodrome,allotments,archaeological_site,arts_centre,artwork,attraction,bakery,bar,bay,beach,building,bus_stop,cafe,canal,car_rental,chalet,city,city_district,clothes,commercial,community_centre,continent,convenience,country,country_code,county,county_code,cycleway,department_store,doctors,dry_cleaning,farm,farmyard,fast_food,ferry_terminal,florist,footway,fuel,garden,grave_yard,guest_house,hamlet,hardware,hostel,hotel,house,house_number,industrial,information,island,islet,lat,lng,local_administrative_area,locality,marina,memorial,mountain_pass,neighbourhood,path,peak,pedestrian,picnic_site,place_of_worship,political_union,postcode,pub,raceway,railway,recreation_ground,region,residential,restaurant,retail,river,road,road_type,sports_centre,stadium,state,state_code,state_district,station,stream,suburb,subway_entrance,supermarket,taxi,town,toys,travel_agency,university,unknown,viewpoint,village,water
87,VE,VEN,Bolivia,village,,,,,,,,,,,,,,,,,,,,,,,South America,,Venezuela,ve,Municipio Junín,,,,,,,,,,,,,,,,,,,,,,,,,,7.6749974,-72.3619193,,,,,,,,,,,,,5030,,,,,,,,,,,,,,Táchira,S,,,,,,,,,,,,,,Bolivia,
88,CU,CUB,Bolivia,village,,,,,,,,,,,,,,,,,,,,,,,North America,,Cuba,cu,,,,,,,,,,,,,,,,,Bolivia,,,,,,,,,,21.7641268,-82.7867853,,,,,,,,,,,,,27200,,,,,,,,,,,,,,Isle of Youth,,,,,,,,,,,,,,,,
89,EC,ECU,Bolivia,village,,,,,,,,,,,,,,,,,,,,,,,South America,,Ecuador,ec,Cantón Palanda,,,,,,,,,,,,,,,,Bolivia,,,,,,,,,,-4.6565563,-79.0197882,,,,,,,,,,,,,,,,,,,,,,,,,,,Zamora Chinchipe,Z,,,,,,,,,,,,,,,
90,US,USA,Boston,city,,,,,,,,,,,,,,,,,,Boston,,,,,North America,,USA,us,Suffolk County,,,,,,,,,,,,,,,,,,,,,,,,,,42.3602534,-71.0582912,,,,,,,,,,,,,,,,,,,,,,,,,,,Massachusetts,MA,,,,,,,,,,,,,,,
91,PH,PHL,Boston,county,,,,,,,,,,,,,,,,,,,,,,,Asia,,Philippines,ph,Boston,,,,,,,,,,,,,,,,,,,,,,,,,,7.91199,126.2629435,,,,,,,,,,,,,,,,,,,,,,,,,,,Davao Oriental,,,,,,,,,,,,,,,,
92,GB,GBR,Boston,city,,,,,,,,,,,,,,,,,,Boston,,,,,Europe,,United Kingdom,gb,Lincolnshire,LIN,,,,,,,,,,,,,,,,,,,,,,,,,52.9770408,-0.0239836,,,,,,,,,,,,European Union,,,,,,,,,,,,,,,England,ENG,East Midlands,,,,,,,,,,,,,,
93,US,USA,Boston,village,,,,,,,,,,,,,,,,,,,,,,,North America,,USA,us,Bowie County,,,,,,,,,,,,,,,,,,,,,,,,,,33.4415086,-94.4196452,,,,,,,,,,,,,75570,,,,,,,,,,,,,,Texas,TX,,,,,,,,,,,,,,Boston,
94,US,USA,Boston,village,,,,,,,,,,,,,,,,,,,,,,,North America,,USA,us,Jefferson County,,,,,,,,,,,,,,,,Boston,,,,,,,,,,38.2372927,-85.4352363,,,,,,,,,,,,,40023,,,,,,,,,,,,,,Kentucky,KY,,,,,,,,,,,,,,,
95,US,USA,Boston,village,,,,,,,,,,,,,,,,,,,,,,,North America,,USA,us,Accomack County,,,,,,,,,,,,,,,,Boston,,,,,,,,,,37.6092987,-75.8427096,,,,,,,,,,,,,23420,,,,,,,,,,,,,,Virginia,VA,,,,,,,,,,,,,,,
96,GB,GBR,Boston,station,,,,,,,,,,,,,,,,,,,,,,,Europe,,United Kingdom,gb,Lincolnshire,LIN,,,,,,,,,,,,,,,,,,,,,,,,,52.9781191,-0.0311968,,,,,,,,,,,,European Union,PE21 8RN,,,,,,,,,,Station Approach,,,,England,ENG,East Midlands,Boston,,,,,,Boston,,,,,,,
97,CO,COL,Boston,neighbourhood,,,,,,,,,,,,,,,,,,Bostón,Boston,,,,South America,,Colombia,co,Perimetro Urbano Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,4.7997644,-75.6964043,,,,,,,,,,,,,,,,,,,,,,,,,,,Risaralda,RIS,,,,,,,,,,,,,,,
98,US,USA,Boston,village,,,,,,,,,,,,,,,,,,,,,,,North America,,USA,us,Allegheny County,,,,,,,,,,,,,,,,Boston,,,,,,,,,,40.3120141,-79.8231024,,,,,,,,,,,,,15135,,,,,,,,,,,,,,Pennsylvania,PA,,,,,,,,,,,,,,,
99,US,USA,Boston,village,,,,,,,,,,,,,,,,,,,,,,,North America,,USA,us,Hanover Township,,,,,,,,,,,,,,,,Boston,,,,,,,,,,40.0759005,-82.2270897,,,,,,,,,,,,,,,,,,,,,,,,,,,Ohio,OH,,,,,,,,,,,,,,,
100,NO,NOR,Breidablik,farm,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Hordaland,,,,,,Breidablik,,,,,,,,,,,,,,,,,,,,60.6110083,6.4209861,,,,,,,,,,,,,5701,,,,,,,,,,,,,,,,,,,,,,,Vossavangen,,,,,,,
101,BE,BEL,Breidablik,building,,,,,,,,,,,,Breidablik,,,,,,,,,,,Europe,,Belgium,be,Turnhout,,,,,,,,,,,,,,,,,,,,,3,,,,,51.3947845,4.8965039,,,,,,,Bergsken,,,,,European Union,2330,,,,,,,,,,,,,,Flanders,,,,,,,,,Merksplas,,,,,,,
102,DK,DNK,Breidablik,building,,,,,,,,,,,,,,,,,,,,,,,Europe,,Denmark,dk,Skive Municipality,,,,,,,,,,,,,,,,Brodal,,,,Breidablik,39,,,,,56.616982,8.728212,,,,,,,,,,,,European Union,7860,,,,,,,,,,Ålbækvej,,,,Central Denmark Region,,,,,,,,,,,,,,,,
103,NO,NOR,Breidablik,road,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Hordaland,,,,,,,,,,,,,,,,,,,,,,,,,,60.4660419,6.125592,,,,,,,Botnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Breidablik,,,
104,FO,FRO,Breidablik,road,,,,,,,,,,,,,,,,,,,,,,,Europe,,Faroe Islands,fo,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0185223,-6.7587495,,,,,,,,,,,,,100,,,,,,,,,,Breiðablik,residential,,,Streymoy region,,,,,,,,,Tórshavn,,,,,,,
105,IS,ISL,Breidablik,road,,,,,,,,,,,,,,,,,,,,,,,Europe,,Iceland,is,Fjarðabyggð,,,,,,,,,,,,,,,,,,,,,,,,,,65.1479647,-13.6752986,,,,,,,,,,,,,,,,,,,Mýrar,,,,Breiðablik,residential,,,,,Eastern Region,,,,,,,Neskaupstaður,,,,,,,
106,IS,ISL,Breidablik,road,,,,,,,,,,,,,,,,,,,,,,,Europe,,Iceland,is,Eyjafjarðarsveit,,,,,,,,,,,,,,,,Brúnahlíð,,,,,,,,,,65.661046,-18.0353974,,,,,,,,,,,,,601,,,,,,,,,,Breiðablik,service,,,,,Northeastern Region,,,,,,,,,,,,,,
107,IS,ISL,Breidablik,building,,,,,,,,,,,,Breiðablik,,,,,,,,,,,Europe,,Iceland,is,Sveitarfélagið Skagaströnd,,,,,,,,,,,,,,,,,,,,,,,,,,65.8246522,-20.3082349,,,,,,,,,,,,,545,,,,,,,,,,Hólanesvegur,,,,,,Northwestern Region,,,,,,,,,,,,,Skagaströnd,
108,IS,ISL,Breidablik,fuel,,,,,,,,,,,,,,,,,,,,,,,Europe,,Iceland,is,Eyja- og Miklaholtshreppur,,,,,,,,,,,,Breiðablik,,,,,,,,,,,,,,64.8437133,-22.653904,,,,,,,,,,,,,,,,,,,,,,,Snæfellsnesvegur,,,,,,Western Region,,,,,,,,,,,,,,
109,NO,NOR,Breidablik,city,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Sør-Aurdal,,,,,,,,,,,,,,,,,,,,,,,,,,60.81667,9.58333,,,,,,,,,,,,,,,,,,,,,,,,,,,Oppland,,,,,,,,,Breidablik,,,,,,,
110,NO,NOR,Byen,village,,,,,,,,,,,,,,,,,,Trondheim,Midtbyen,,,,Europe,,Norway,no,Trøndelag,,,,,,,,,,,,,,,,,,,,,,,,,,63.4215033,10.3579736,,Byen,,,,,,,,,,,7020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,NO,NOR,Byen,village,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Telemark,,,,,,,,,,,,,,,,,,,,,,,,,,59.2414972,8.2687417,,Byen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,NO,NOR,Byen,village,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Oppland,,,,,,,,,,,,,,,,,,,,,,,,,,61.1129296,10.4788037,,The city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lillehammer,,,,,,,
113,DK,DNK,Byen,artwork,,,,,,Byen,,,,,,,,,,,,,,,,,Europe,,Denmark,dk,Hjørring Municipality,,,,,,,,,,,,,,,,,,,,,,,,,,57.4564605,9.994819,,,,,,,,,,,,European Union,9800,,,,,,,,,,Bispensgade,,,,North Denmark Region,,,,,Bagterp,,,,Hjørring,,,,,,,
114,TR,TUR,Byen,clothes,,,,,,,,,,,,,,,,,,Derviş Ali Mahallesi,,Byen,,,Europe,,Turkey,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0229194,28.9436612,,,,,,,,,,,,,34080,,,,,,,,,,Fevzi Paşa Caddesi,,,,Marmara Region,,,,,,,,,Fatih,,,,,,,
115,NO,NOR,Byen,county,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Songdalen,,,,,,,,,,,,,,,,,,,,,,,,,,58.21705,7.83476,,,,,,,,,,,,,,,,,,,,,,,,,,,Vest-Agder,,,,,,,,,,,,,,,,
116,NO,NOR,Bygdø,road,,,,,,,,,,,,,,,,,,Oslo,Frogner,,,,Europe,,Norway,no,Oslo,,,,,,,,,,,,,,,,,,,,,,,,,,59.9071523,10.6796457,,,,,,,,,,,,,0287,,,,,,,,,,Strømsborgveien,,,,,,,,,Bygdøy,,,,,,,,Bygdøy,,,
117,US,USA,Chicago,city,,,,,,,,,,,,,,,,,,Chicago,,,,,North America,,USA,us,Cook County,,,,,,,,,,,,,,,,,,,,,,,,,,41.8755616,-87.6244212,,,,,,,,,,,,,,,,,,,,,,,,,,,Illinois,IL,,,,,,,,,,,,,,,
118,GB,GBR,Chicago,raceway,,,,,,,,,,,,,,,,,,,,,,,Europe,,United Kingdom,gb,Surrey,SRY,,,,,,,,,,,,,,,Waverley,,,,,,,,,,51.1163375,-0.5411583,,,,,,,,,,,,European Union,GU6 8GP,,Chicago,,,,,,,,,,,,England,ENG,South East,,,Dunsfold,,,,,,,,,,,
119,PH,PHL,Chicago,village,,,,,,,,,,,,,,,,,,,,,,,Asia,,Philippines,ph,,,,,,,,,,,,,,,,,Chicago,,,,,,,,,,13.396,121.0984,,,,,,,,,,,,,,,,,,,,,,,,,,,Oriental Mindoro,,,,,,,,,,,,,,,,
120,BZ,BLZ,Chicago,village,,,,,,,,,,,,,,,,,,,,,,,North America,,Belize,bz,Belize District,,,,,,,,,,,,,,,,Chicago,,,,,,,,,,17.8149465,-88.3115477,,,,,,,,,,,,,,,,,,,,,,,,,,,Belize District,,,,,,,,,,,,,,,,
121,FR,FRA,Chicago,village,,,,,,,,,,,,,,,,,,,,,,,Europe,,France,fr,Senlis,,,,,,,,,,,,,,,,,,,,,,,,,,49.2638997,2.4282392,,Chicago,,,,,,,,,,European Union,60160,,,,,,,,,,,,,,Hauts-de-France,HDF,Oise,,,,,,,Montataire,,,,,,,
122,ES,ESP,Chicago,village,,,,,,,,,,,,,,,,,,,,,,,Europe,,Spain,es,Montsià,,,,,,,,,,,,,,,,,,,,,,,,,,40.6540094,0.7234448,,Chicago,,,,,,,,,,European Union,43870,,,,,,,,,,,,,,Catalonia,,,,,,,,,Amposta,,,,,,,
123,ZA,ZAF,Chicago,neighbourhood,,,,,,,,,,,,,,,,,,Drakenstein Local Municipality,,,,,Africa,,RSA,za,Cape Winelands District Municipality,,,,,,,,,,,,,,,,,,,,,,,,,,-33.71745,18.9963167,,,,,,,,,,,,,7646,,,,,,,,,,,,,,Western Cape,WC,,,,Chicago,,,,,,,,,,,
124,GF,GUF,Chicago,neighbourhood,,,,,,,,,,,,,,,,,,Cayenne,,,,,South America,,France,fr,Cayenne,,,,,,,,,,,,,,,,,,,,,,,,,,4.9324371,-52.331324,,,,,,Chicago,,,,,,European Union,97300,,,,,,,,,,,,,,French Guiana,,,,,,,,,,,,,,,,
125,CA,CAN,Chicago,neighbourhood,,,,,,,,,,,,,,,,,,Mississauga,,,,,North America,,Canada,ca,Peel Region,,,,,,,,,,,,,,,,,,,,,,,,,,43.5891995,-79.6489757,,,,,,,,,,,,,,,,,,,Chicago,,,,,,,,Ontario,ON,Golden Horseshoe,,,Erindale,,,,,,,,,,,
126,DO,DOM,Chicago,neighbourhood,,,,,,,,,,,,,,,,,,La Romana,,,,,North America,,D.R.,do,La Romana,,,,,,,,,,,,,,,,,,,,,,,,,,18.4172472,-68.9756563,,,,,,Chicago,,,,,,,2200,,,,,,,,,,,,,,La Romana,,,,,Caleta,,,,,,,,,,,
127,NO,NOR,Christiania,city,,,,,,,,,,,,,,,,,,Oslo,,,,,Europe,,Norway,no,Oslo,,,,,,,,,,,,,,,,,,,,,,,,,,59.9133301,10.7389701,,,,,,,,,,,,,0026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,DK,DNK,Christiania,attraction,,,,,,,Freetown Christiania,,,,,,,,,,,Copenhagen,,,,,Europe,,Denmark,dk,Copenhagen Municipality,,,,,,,,,,,,,,,,,,,,,,,,,,55.6757638,12.6076351,,,,,,Freetown Christiania,,,Nordområdet,,,European Union,1441,,,,,,,,,,,,,,Capital Region of Denmark,,,,,Frederiksstaden,,,,,,,,,,,
129,DK,DNK,Christiania,building,,,,,,,,,,,,,,,,,,Copenhagen,,,,,Europe,,Denmark,dk,Copenhagen Municipality,,,,,,,,,,,,,,,,,,,,Christiania,111E,,,,,55.674136,12.60351,,,,,,Freetown Christiania,,,Fabriksområdet,,,European Union,1440,,,,,,,,,,,,,,Capital Region of Denmark,,,,,Christianshavn,,,,,,,,,,,
130,DK,DNK,Christiania,building,,,,,,,,,,,,,,,,,,Copenhagen,,,,,Europe,,Denmark,dk,Copenhagen Municipality,,,,,,,,,,,,,,,,,,,,Christiania,84,,,,,55.681599,12.613446,,,,,,Margretheholm,,,,,,European Union,1441,,,,,,,,,,Norddyssen,,,,Capital Region of Denmark,,,,,Frederiksstaden,,,,,,,,,,,
131,DK,DNK,Christiania,building,,,,,,,,,,,,,,,,,,Copenhagen,,,,,Europe,,Denmark,dk,Copenhagen Municipality,,,,,,,,,,,Bjørnekloen,,,,,,,,,Christiania,382,,,,,55.681908,12.610925,,,,,,Margretheholm,,,,,,European Union,1440,,,,,,,,,,,,,,Capital Region of Denmark,,,,,Frederiksstaden,,,,,,,,,,,
132,DK,DNK,Christiania,building,,,,,,,,,,,,,,,,,,Copenhagen,,,,,Europe,,Denmark,dk,Copenhagen Municipality,,,,,,,,,,,Blå Karamel,,,,,,,,,Christiania,324,,,,,55.678421,12.610915,,,,,,Freetown Christiania,,,,,,European Union,1440,,,,,,,,,,,,,,Capital Region of Denmark,,,,,Frederiksstaden,,,,,,,,,,,
133,DK,DNK,Christiania,building,,,,,,,,,,,,,,,,,,Copenhagen,,,,,Europe,,Denmark,dk,Copenhagen Municipality,,,,,,,,,,,,,,,,,,,,Christiania,135A,,,,,55.67563,12.606176,,,,,,Freetown Christiania,,,Nordområdet,,,European Union,1440,,,,,,,,,,,,,,Capital Region of Denmark,,,,,Christianshavn,,,,,,,,,,,
134,DK,DNK,Christiania,building,,,,,,,,,,,,Christiania,,,,,,Copenhagen,,,,,Europe,,Denmark,dk,Copenhagen Municipality,,,,,,,,,,,,,,,,,,,,,,,,,,55.6816204,12.6134899,,,,,,Margretheholm,,,,,,European Union,1432,,,,,,,,,,Norddyssen,,,,Capital Region of Denmark,,,,,Frederiksstaden,,,,,,,,,,,
135,SK,SVK,Christiania,cafe,,,,,,,,,,,,,,Christiania,,,,Prešov,Prešov,,,,Europe,,Slovakia,sk,,,,,,,,,,,,,,,,,,,,,,2923/105,,,,,48.9991651,21.2390307,,,,,,,,,Hlavná,,,European Union,080 01,,,,,,,,,,,,,,Region of Prešov,,,,,Prešov,,,,,,,,,,,
136,FR,FRA,Christiania,building,,,,,,,,,,,,Christiania,,,,,,,,,,,Europe,,France,fr,Thonon-les-Bains,,,,,,,,,,,,,,,,,,,,,113,,,,,46.185647,6.6961332,,,,,,La Muraille,,,,,,European Union,74110,,,,,,,,,,Taille de Mas des Joux,,,,Auvergne-Rhône-Alpes,ARA,Upper Savoy,,,La Bray,,,,,,,,,,Morzine,
137,DK,DNK,Danmark,country,,,,,,,,,,,,,,,,,,,,,,,Europe,,Denmark,dk,,,,,,,,,,,,,,,,,,,,,,,,,,,55.670249,10.3333283,,,,,,,,,,,,European Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,SE,SWE,Danmark,islet,,,,,,,,,,,,,,,,,,,,,,,Europe,,Sweden,se,Tjörn,,,,,,,,,,,,,,,,,,,,,,,,,Danmark,57.9499378,11.5493103,,,,,,,,,,,,European Union,,,,,,,,,,,,,,,Västra Götaland County,,,,,,,,,,,,,,,Klädesholmen,
139,SE,SWE,Danmark,islet,,,,,,,,,,,,,,,,,,,,,,,Europe,,Sweden,se,Tjörn,,,,,,,,,,,,,,,,,,,,,,,,,Danmark,57.9499671,11.6327948,,,,,,,,,,,,European Union,,,,,,,,,,,,,,,Västra Götaland County,,,,,,,,,,,,,,,Dyrön,
140,NO,NOR,Danmark,farm,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Østfold,,,,,,Danmark,,,,,,,,,,,,,,,,,,,,59.641025,11.1505222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,NO,NOR,Danmark,village,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Vestfold,,,,,,,,,,,,,,,,Vassbotn,,,,,,,,,,59.0526064,9.9212662,,Danmark,,,,,,,,,,,3268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,NO,NOR,Danmark,farm,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Vestfold,,,,,,Danmark,,,,,,,,,,Lunde,,,,,,,,,,59.1104278,10.06325,,,,,,,,,,,,,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,NO,NOR,Danmark,islet,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Østfold,,,,,,,,,,,,,,,,Garnbakken,,,,,,,,,Danmark,59.3015944,10.6921827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,NO,NOR,Danmark,islet,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Vestfold,,,,,,,,,,,,,,,,Vassbotn,,,,,,,,,Danmark,59.0525929,9.9212469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,DK,DNK,Danmark,islet,,,,,,,,,,,,,,,,,,,,,,,Europe,,Denmark,dk,,,,,,,,,,,,,,,,,Hjortø By,,,,,,,,,Danmark,54.9678836,10.4689305,,,,,,,,,,,,European Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,SE,SWE,Danmark,village,,,,,,,,,,,,,,,,,,,,,,,Europe,,Sweden,se,Uppsala,,,,,,,,,,,,,,,,,,,,,,,,,,59.8322934,17.744172,,,,,,,,,,,,European Union,757 56,,,,,,,,,,,,,,Uppsala County,,Sveriges Landskap,,,,,,,,,,,,,Danmark,
147,DK,DNK,Doppen,road,,,,,,,,,,,,,,,,,,,,,,,Europe,,Denmark,dk,Frederikshavn Municipality,,,,,,,,,,,,,,,,Bratten,,,,,,,,,,57.5097998,10.4639569,,,,,,,,,,,,European Union,9970,,,,,,,,,,Doppen,residential,,,North Denmark Region,,,,,,,,,,,,,,,,
148,NO,NOR,Drammen,city,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Buskerud,,,,,,,,,,,,,,,,,,,,,,,,,,59.7436749,10.2043749,,,,,,,,,,,,,3017,,,,,,,,,,,,,,,,,,,,,,,Drammen,,,,,,,
149,NO,NOR,Drammen,county,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Buskerud,,,,,,,,,,,,,,,,,,,,,,,,,,59.7280587,10.1790465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,NO,NOR,Drammen,peak,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Hedmark,,,,,,,,,,,,,,,,,,,,,,,,,,61.2634469,10.9444006,,,,,,,,Drammen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,NO,NOR,Drammen,county,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Buskerud,,,,,,,,,,,,,,,,,,,,,,,,,,59.7633388,10.0292002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,NO,NOR,Drammen,county,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Vestfold,,,,,,,,,,,,,,,,,,,,,,,,,,59.6161642,10.3729385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,NO,NOR,Drammen,station,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Buskerud,,,,,,,,,,,,,,,,,,,,,,,,,,59.7401567,10.203823,,,,,,Marienlyst,,,Strømsø torg,,,,3017,,,,,,,,,,,,,,,,,Drammen,,Strømsø,,,,Drammen,,,,,,,
154,NO,NOR,Drammen,railway,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Buskerud,,,,,,,,,,,,,,,,,,,,,,,,,,59.7401472,10.2056058,,,,,,Marienlyst,,,,,,,3044,,,Drammen,,,,,,,Webergs gate,,,,,,,,,Strømsø,,,,Drammen,,,,,,,
155,NO,NOR,Drammen,viewpoint,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Nordland,,,,,,,,,,,,,,,,,,,,,,,,,,65.7898859,12.618341,,,,,,,,,,,,,8870,,,,,,,,,,Brennåveien,,,,,,,,,,,,,,,,,,Drammen,Visthus,
156,NO,NOR,Drammen,bay,,,,,,,,,,Drammen,,,,,,,,,,,,,Europe,,Norway,no,West Agder,,,,,,,,,,,,,,,,Dyrstad,,,,,,,,,,57.9958389,7.4885,,,,,,,,,,,,,4515,,,,,,,,,,Skjernøysund,,,,,,,,,Ime,,,,,,,,,,,
157,NO,NOR,Drøbak,city,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Akershus,,,,,,,,,,,,,,,,,,,,,,,,,,59.6633333,10.6311111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drøbak,,,,,,,
158,NO,NOR,Drøbak,city,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Akershus,,,,,,,,,,,,,,,,,,,,,,,,,,59.6633194,10.6297389,,,,,,,,,,,,,1440,,,,,,,,,,,,,,,,,,,,,,,Drøbak,,,,,,,
159,NO,NOR,Drøbak,information,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Akershus,,,,,,,,,,,,,,,,,,,,,,,Drøbak,,,59.6631226,10.6332795,,,,,,,,,,,,,1440,,,,,,,,,,Osloveien,,,,,,,,,Drøbak og Frogn prestegård,,,,Drøbak,,,,,,,
160,NO,NOR,Drøbak,marina,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Akershus,,,,,,,,,,,,,,,,,,,,,,,,,,59.6774873,10.6199031,,,Drøbak,,,Gylteåsen,,,,,,,1443,,,,,,,,,,Husvikveien,,,,,,,,,Husvik,,,,Drøbak,,,,,,,
161,NO,NOR,Drøbak,ferry_terminal,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Akershus,,,,,,,,,Drøbak,,,,,,,,,,,,,,,,,59.67013,10.6228723,,,,,,Gylteåsen,,,,,,,1443,,,,,,,,,,Oslofjord Tunnel,,,,,,,,,Gloslibråten,,,,Drøbak,,,,,,,
162,NO,NOR,Drøbak,ferry_terminal,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Akershus,,,,,,,,,Drøbak,,,,,,,,,,,,,,,,,59.6609844,10.627731,,,,,,,,,,,,,1440,,,,,,,,,,Badehusgata,,,,,,,,,Drøbak og Frogn prestegård,,,,Drøbak,,,,,,,
163,HR,HRV,Dubrovnik,city,,,,,,,,,,,,,,,,,,,,,,,Europe,,Croatia,hr,Dubrovnik-Neretva County,,,,,,,,,,,,,,,,,,,,,,,,,,42.6499651,18.093652,,,,,,,,,,,,European Union,20000,,,,,,,,,,,,,,,,,,,,,,,Dubrovnik,,,,,,,
164,ME,MNE,Dubrovnik,peak,,,,,,,,,,,,,,,,,,,,,,,Europe,,Montenegro,me,Plužine Municipality,,,,,,,,,,,,,,,,,,,,,,,,,,43.1631883,18.9667733,,,,,,,,Dubrovnik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,BG,BGR,Dubrovnik,road,,,,,,,,,,,,,,,,,,Varna,,,,,Europe,,Bulgaria,bg,Varna,,,,,,,,,,,,,,,,,,,,,,,,,,43.222438,27.9249224,,,,,,,,,,,,European Union,9000,,,,,,,,,,Dubrovnik,tertiary,,,Varna,,,,,кв.  Левски,,,,,,,,,,,
166,CL,CHL,Dubrovnik,road,,,,,,,,,,,,,,,,,,Cerro Navia,,,,,South America,,Chile,cl,Provincia de Santiago,,,,,,,,,,,,,,,,,,,,,,,,,,-33.4266431,-70.7410327,,,,,,,,,,,,,9010290,,,,,,,,,,Dubrovnik,living_street,,,Santiago Metropolitan Region,,,,,Cerro Navia,,,,,,,,,,,
167,PL,POL,Dubrovnik,restaurant,,,,,,,,,,,,,,,,,,Poznań,,,,,Europe,,Poland,pl,Poznań,,,,,,,,,,,,,,,,,,,,,,,,,,52.4076676,16.9329982,,,,,,Garbary,,,Old Market Square,,,European Union,61-835,,,,,,,Dubrovnik,,,,,,,Greater Poland Voivodeship,,,,,Stare Miasto,,,,,,,,,,,
168,HR,HRV,Dubrovnik,ferry_terminal,,,,,,,,,,,,,,,,,,,,,,,Europe,,Croatia,hr,Dubrovnik-Neretva County,,,,,,,,,Dubrovnik,,,,,,,,,,,,,,,,,42.6578773,18.085718,,,,,,,,,,,,European Union,20107,,,,,,,,,,Luka Gruž,,,,,,,,,Gruž,,,,Dubrovnik,,,,,,,
169,BG,BGR,Dubrovnik,supermarket,,,,,,,,,,,,,,,,,,Varna,,,,,Europe,,Bulgaria,bg,Varna,,,,,,,,,,,,,,,,,,,,,,,,,,43.2210178,27.9248131,,,,,,,,,,,,European Union,9000,,,,,,,,,,Dubrovnik,,,,Varna,,,,,кв.  Левски,,Дубровник,,,,,,,,,
170,DE,DEU,Dubrovnik,restaurant,,,,,,,,,,,,,,,,,,Hamburg,Harburg,,,,Europe,,Germany,de,,,,,,,,,,,,,,,,,,,,,,,,,,,53.4602157,9.9798036,,,,,,,,,,,,European Union,21073,,,,,,,Dubrovnik,,,Salzburger Häuser,,,,Hamburg,HH,,,,Harburg,,,,,,,,,,,
171,DE,DEU,Dubrovnik,restaurant,,,,,,,,,,,,,,,,,,Essen,Stadtbezirk IV,,,,Europe,,Germany,de,,,,,,,,,,,,,,,,,,,,,,3,,,,,51.4740261,6.9513806,,,,,,,,,Rechtstraße,,,European Union,45355,,,,,,,Dubrovnik,,,,,,,North Rhine-Westphalia,,Regierungsbezirk Düsseldorf,,,Borbeck-Mitte,,,,,,,,,,,
